source,target,confidence,method,status,evidence,alternatives
py313-pycomposefile,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py312-pycomposefile,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py310-pycomposefile,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py311-pycomposefile,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py-pycomposefile,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py314-msal-extensions,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py313-msal-extensions,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py312-msal-extensions,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py311-msal-extensions,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py310-msal-extensions,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py314-msal,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py313-msal,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py312-msal,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py311-msal,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py310-msal,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py-msal-extensions,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py-msal,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py314-microsoft-security-utilities-secret-masker,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py313-microsoft-security-utilities-secret-masker,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py312-microsoft-security-utilities-secret-masker,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py311-microsoft-security-utilities-secret-masker,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py310-microsoft-security-utilities-secret-masker,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py-microsoft-security-utilities-secret-masker,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py314-knack,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py313-knack,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py312-knack,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py311-knack,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py310-knack,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py-knack,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py314-javaproperties,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py313-javaproperties,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py312-javaproperties,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py311-javaproperties,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py310-javaproperties,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py314-jsondiff,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py313-jsondiff,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py312-jsondiff,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py311-jsondiff,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py310-jsondiff,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py-javaproperties,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py-jsondiff,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py313-deviceid,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py314-deviceid,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py312-deviceid,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py311-deviceid,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py310-deviceid,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py-deviceid,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py314-applicationinsights,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py313-applicationinsights,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py312-applicationinsights,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py311-applicationinsights,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py310-applicationinsights,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py-applicationinsights,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
verbiste,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py314-dash,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py313-dash,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py-dash,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,dash
py314-addict,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py312-addict,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py313-addict,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py-addict,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py314-portalocker,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py314-obstore,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py313-obstore,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py312-obstore,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py314-nutpie,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py313-nutpie,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py312-nutpie,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py-obstore,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py-nutpie,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py314-arviz-stats,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py313-arviz-stats,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py312-arviz-stats,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py314-arviz-plots,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py313-arviz-plots,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py312-arviz-plots,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py-arviz-stats,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py-arviz-plots,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py314-arviz-base,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py313-arviz-base,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py312-arviz-base,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py-arviz-base,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
rapel,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,apel; ragel
plip,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,plzip; phylip; polipo
py314-py3dmol,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py313-py3dmol,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py314-prolif,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py313-prolif,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py-py3dmol,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py-prolif,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py314-mrcfile,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py314-mmtf-python,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py314-gsd,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py314-MDAnalysis,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py314-GridDataFormats,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
atuin-server,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
rmux,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,warmux
helm-4.2,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py314-tiktoken,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py313-tiktoken,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py314-sse-starlette,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py313-sse-starlette,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py-sse-starlette,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py314-pymdown-extensions,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py313-pymdown-extensions,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py-pymdown-extensions,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py314-pydantic-graph,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py313-pydantic-graph,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py314-pydantic-ai-slim,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py313-pydantic-ai-slim,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py-pydantic-graph,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py-pydantic-ai-slim,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py314-opentelemetry-api,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py313-opentelemetry-api,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py-opentelemetry-api,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py314-openai,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py314-msgspec,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py313-openai,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py313-msgspec,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py-openai,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py-msgspec,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py314-mcp,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py313-mcp,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py314-marimo,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py313-marimo,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py-mcp,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py-marimo,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py314-loro,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py313-loro,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py314-logfire-api,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py313-logfire-api,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py-loro,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py-logfire-api,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py314-jiter,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py313-jiter,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py314-httpx-sse,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py313-httpx-sse,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py-jiter,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py-httpx-sse,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py314-griffelib,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py313-griffelib,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py314-genai-prices,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py313-genai-prices,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py-griffelib,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py-genai-prices,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
translate,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,gtranslator
p5.34-exporter,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.32-exporter,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.28-exporter,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.30-exporter,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5-exporter,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,exporter-pm
jxrlib,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py314-nh3,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py313-nh3,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py312-nh3,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py311-nh3,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py310-nh3,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py-nh3,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
nodejs26,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; same homepage 'https://nodejs.org/' as 'nodejs' but desc overlap only 0.09; versions '26.8.1' vs '12.22.5'; fuzzy suggestions listed for review,nodejs; node-ejs
motif,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,motti
mariadb-11.8-server,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
mariadb-11.8,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
pasdoc-gui,pasdoc-gui,1.0,exact,confident,name identical in both managers; homepages 'https://pasdoc.github.io' vs 'http://pasdoc.sipsolutions.net/',
pasdoc,pasdoc,1.0,exact,confident,name identical in both managers; homepages 'https://pasdoc.github.io' vs 'http://pasdoc.sipsolutions.net/',
vde2-devel,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
ralphex,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
xp3-tool,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py314-ansicolors,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py314-ligo-lw,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py313-ligo-lw,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.34-file-xdg,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.32-file-xdg,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.30-file-xdg,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.28-file-xdg,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5-file-xdg,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
openorienteering-mapper,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py314-sslcrypto,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py314-pyaes,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py314-base58,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
xs,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
mongocli,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
apfel,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,apel
hittekaart,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
feedr,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py313-ast_serialize,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py314-ast_serialize,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py312-ast_serialize,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py311-ast_serialize,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py310-ast_serialize,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py-ast_serialize,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
sx,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,sox
py314-lscsoft-glue,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py313-lscsoft-glue,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
llama-swap,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py314-ligo-segments,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py313-ligo-segments,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
dwarfstar4,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
brusic,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py314-ligo-common,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py313-ligo-common,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py314-healpy,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py313-healpy,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py311-healpy,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py314-pytest-mpl,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
pg18-pgrouting,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
pg18-postgis-doc,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
pg18-postgis,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
pg18-pgpointcloud,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
zabbix74-agent,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
zabbix7-agent,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
zabbix-agent,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
ratty,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py314-gnucash,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; same homepage 'https://www.gnucash.org' as 'gnucash-docs' but desc overlap only 0.06; versions '5.16' vs '1.8.5'; no lookalikes either,
py313-gnucash,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; same homepage 'https://www.gnucash.org' as 'gnucash-docs' but desc overlap only 0.14; versions '5.16' vs '1.8.5'; no lookalikes either,
py311-gnucash,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; same homepage 'https://www.gnucash.org' as 'gnucash-docs' but desc overlap only 0.14; versions '5.16' vs '1.8.5'; no lookalikes either,
py312-gnucash,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; same homepage 'https://www.gnucash.org' as 'gnucash-docs' but desc overlap only 0.14; versions '5.16' vs '1.8.5'; no lookalikes either,
cloudflare-speed-cli,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
pi-coding-agent,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py314-pybind11-stubgen,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py313-pybind11-stubgen,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py312-pybind11-stubgen,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
mailpit,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
audacity2,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
MP4Tools,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,mtools; pmtools
py314-dlib,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py313-dlib,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
fpc-cross-armv7m-embedded,fpc-cross-arm%type_pkg[subarch]-embedded,0.9,homepage,confident,same upstream 'https://www.freepascal.org' (desc overlap 0.19),
fpc-cross-armv7em-embedded,fpc-cross-arm%type_pkg[subarch]-embedded,0.9,homepage,confident,same upstream 'https://www.freepascal.org' (desc overlap 0.19),
fpc-cross-armv7a-embedded,fpc-cross-arm%type_pkg[subarch]-embedded,0.9,homepage,confident,same upstream 'https://www.freepascal.org' (desc overlap 0.19),
fpc-cross-armv6m-embedded,fpc-cross-arm%type_pkg[subarch]-embedded,0.9,homepage,confident,same upstream 'https://www.freepascal.org' (desc overlap 0.19),
fpc-cross-armv4t-embedded,fpc-cross-arm%type_pkg[subarch]-embedded,0.9,homepage,confident,same upstream 'https://www.freepascal.org' (desc overlap 0.19),
fpc-cross-armv4-embedded,fpc-cross-arm%type_pkg[subarch]-embedded,0.9,homepage,confident,same upstream 'https://www.freepascal.org' (desc overlap 0.19),
fpc-cross-arm-nds,,0.0,ambiguous,needs-review,homepage shared by several targets,fpc-cross-arm%type_pkg[subarch]-embedded; fpc-cross-common
fpc-cross-arm-gba,,0.0,ambiguous,needs-review,homepage shared by several targets,fpc-cross-arm%type_pkg[subarch]-embedded; fpc-cross-common
fpc-cross-arm-android,,0.0,ambiguous,needs-review,homepage shared by several targets,fpc-cross-arm%type_pkg[subarch]-embedded; fpc-cross-common
fpc-cross-arm-linux,,0.0,ambiguous,needs-review,homepage shared by several targets,fpc-cross-arm%type_pkg[subarch]-embedded; fpc-cross-common; fpc-cross-sparc-linux
arm-wince-binutils,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
arm-netbsd-binutils,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
arm-nds-binutils,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,avr-binutils
arm-linux-binutils,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
arm-gba-binutils,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,avr-binutils
arm-freertos-binutils,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
arm-embedded-binutils,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,avr-embedded-binutils
arm-linux-androideabi-binutils,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
arm-freebsd-binutils,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
arm-binutils,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,avr-binutils; binutils; rinutils
qwt-qt6-examples,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
qwt-qt6,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
fnox,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
coot-devel,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
coot,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,cocot
yfinance,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
zig-bootstrap,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,ghc-bootstrap; dpkg-bootstrap
shichizip,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
openbao,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,openbox; openblas
libresidfp,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py313-pdftl,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py314-pdftl,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py312-pdftl,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py311-pdftl,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py310-pdftl,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py-pdftl,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
mist-cli,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
gobject-introspection-bootstrap,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
glib2-bootstrap,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,libjs-bootstrap
ocaml-sha,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
dav2d,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py314-barcode,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
mingw-w64-wine-mono-11.1.0,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py314-google-crc32c,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py314-cloudflare,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py314-httpx-aiohttp,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py313-httpx-aiohttp,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py311-httpx-aiohttp,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py312-httpx-aiohttp,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py310-httpx-aiohttp,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py-httpx-aiohttp,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py314-pptx,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py314-XlsxWriter,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py314-hf-gradio,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py313-hf-gradio,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py-hf-gradio,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
fpc-cross-avr6-embedded,fpc-cross-avr%type_pkg[subarch]-embedded,0.9,homepage,confident,same upstream 'https://www.freepascal.org' (desc overlap 0.16),
