source,target,confidence,method,status,evidence,alternatives
p5.26-unicode-escape,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5-unicode-escape,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.30-unicode-eastasianwidth,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,unicode-eastasianwidth-pm
p5.28-unicode-eastasianwidth,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,unicode-eastasianwidth-pm
p5.26-unicode-eastasianwidth,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,unicode-eastasianwidth-pm
p5-unicode-eastasianwidth,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,unicode-eastasianwidth-pm
p5.30-unicode-collate,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.28-unicode-collate,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.26-unicode-collate,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5-unicode-collate,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.30-unicode-checkutf8,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.28-unicode-checkutf8,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.26-unicode-checkutf8,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5-unicode-checkutf8,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.30-types-serialiser,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,types-serialiser-pm
p5.28-types-serialiser,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,types-serialiser-pm
p5.26-types-serialiser,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,types-serialiser-pm
p5-types-serialiser,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,types-serialiser-pm
p5.30-types-path-tiny,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.28-types-path-tiny,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.26-types-path-tiny,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5-types-path-tiny,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.30-type-tiny-xs,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.28-type-tiny-xs,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.26-type-tiny-xs,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5-type-tiny-xs,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.30-type-tiny,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.28-type-tiny,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.26-type-tiny,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5-type-tiny,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.30-type-tie,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.28-type-tie,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.26-type-tie,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5-type-tie,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.30-twitter-api,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.28-twitter-api,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.26-twitter-api,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5-twitter-api,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.30-try-tiny,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.28-try-tiny,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.26-try-tiny,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5-try-tiny,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.30-treepath-role-graph,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.28-treepath-role-graph,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.26-treepath-role-graph,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5-treepath-role-graph,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.30-treepath,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.28-treepath,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.26-treepath,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5-treepath,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.30-tree-simple-visitorfactory,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,tree-simple-visitorfactory-pm
p5.28-tree-simple-visitorfactory,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,tree-simple-visitorfactory-pm
p5.26-tree-simple-visitorfactory,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,tree-simple-visitorfactory-pm
p5-tree-simple-visitorfactory,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,tree-simple-visitorfactory-pm
p5.30-tree-simple-view,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.28-tree-simple-view,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.26-tree-simple-view,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5-tree-simple-view,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.30-tree-simple,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.28-tree-simple,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.26-tree-simple,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5-tree-simple,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,tree-simple-pm
p5.30-tree-dag_node,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.28-tree-dag_node,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.26-tree-dag_node,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5-tree-dag_node,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,tree-dag-node-pm
p5.30-tkx,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.28-tkx,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.26-tkx,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5-tkx,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.30-tk-tablematrix,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.28-tk-tablematrix,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.26-tk-tablematrix,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5-tk-tablematrix,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.30-tk-matchentry,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.28-tk-matchentry,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.26-tk-matchentry,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5-tk-matchentry,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.30-tk-idelayout,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.28-tk-idelayout,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.26-tk-idelayout,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5-tk-idelayout,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.30-tk-graphviz,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.28-tk-graphviz,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.26-tk-graphviz,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5-tk-graphviz,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,graphviz
p5.30-tk-dynatabframe,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.28-tk-dynatabframe,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.26-tk-dynatabframe,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5-tk-dynatabframe,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.30-tk,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.28-tk,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.26-tk,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5-tk,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.30-timedate,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.28-timedate,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.26-timedate,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5-timedate,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,time-date-pm
p5.30-time-y2038,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.28-time-y2038,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.26-time-y2038,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5-time-y2038,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.30-time-warp,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.28-time-warp,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.26-time-warp,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5-time-warp,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.30-time-progress,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,time-progress-pm
p5.28-time-progress,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,time-progress-pm
p5.26-time-progress,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,time-progress-pm
p5-time-progress,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,time-progress-pm
p5.30-time-piece,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.28-time-piece,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.26-time-piece,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5-time-piece,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.30-time-period,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.28-time-period,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.26-time-period,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5-time-period,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.30-time-parsedate,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,time-parsedate-pm
p5.28-time-parsedate,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,time-parsedate-pm
p5.26-time-parsedate,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,time-parsedate-pm
p5-time-parsedate,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,time-parsedate-pm
p5.30-time-out,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.28-time-out,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.26-time-out,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5-time-out,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.30-time-mock,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.28-time-mock,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.26-time-mock,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5-time-mock,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.30-time-local,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.28-time-local,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.26-time-local,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5-time-local,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,time-local-pm
p5.30-time-hires,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.28-time-hires,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.26-time-hires,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5-time-hires,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,time-hires-pm
p5.30-time-format,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.28-time-format,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.26-time-format,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5-time-format,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.30-time-epoch,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.28-time-epoch,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.26-time-epoch,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5-time-epoch,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,time-epoch-pm
p5.30-time-duration-parse,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.28-time-duration-parse,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.26-time-duration-parse,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5-time-duration-parse,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.30-time-duration,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,time-duration-pm
p5.28-time-duration,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,time-duration-pm
p5.26-time-duration,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,time-duration-pm
p5-time-duration,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,time-duration-pm
p5.30-tie-toobject,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.28-tie-toobject,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.26-tie-toobject,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5-tie-toobject,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.30-tie-simple,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.28-tie-simple,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.26-tie-simple,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5-tie-simple,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,tie-simple-pm
p5.30-tie-refhash-weak,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.28-tie-refhash-weak,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.26-tie-refhash-weak,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5-tie-refhash-weak,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.30-tie-refhash,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.28-tie-refhash,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.26-tie-refhash,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5-tie-refhash,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.30-tie-ixhash,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.28-tie-ixhash,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.26-tie-ixhash,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5-tie-ixhash,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,tie-ixhash-pm
p5.30-tie-function,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.28-tie-function,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.26-tie-function,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5-tie-function,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.30-tie-encryptedhash,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.28-tie-encryptedhash,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.26-tie-encryptedhash,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5-tie-encryptedhash,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.30-tie-dbi,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.28-tie-dbi,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.26-tie-dbi,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5-tie-dbi,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.30-tie-cycle,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.28-tie-cycle,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.26-tie-cycle,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5-tie-cycle,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.30-throwable,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.28-throwable,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.26-throwable,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5-throwable,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.30-thrift,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.28-thrift,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.26-thrift,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5-thrift,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.30-text-xslate,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.28-text-xslate,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.26-text-xslate,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5-text-xslate,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.30-text-wrapper,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.28-text-wrapper,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.26-text-wrapper,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5-text-wrapper,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,text-wrapper-pm
p5.30-text-wrapi18n,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.28-text-wrapi18n,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.26-text-wrapi18n,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5-text-wrapi18n,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.30-text-wikiformat,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,text-wikiformat-pm
p5.28-text-wikiformat,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,text-wikiformat-pm
p5.26-text-wikiformat,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,text-wikiformat-pm
p5-text-wikiformat,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,text-wikiformat-pm
p5.30-text-visualwidth,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.28-text-visualwidth,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.26-text-visualwidth,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5-text-visualwidth,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.30-text-vimcolor,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.28-text-vimcolor,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.26-text-vimcolor,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5-text-vimcolor,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.30-text-vfile-asdata,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.28-text-vfile-asdata,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.26-text-vfile-asdata,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5-text-vfile-asdata,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.30-text-unidecode,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,text-unidecode-pm
p5.28-text-unidecode,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,text-unidecode-pm
p5.26-text-unidecode,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,text-unidecode-pm
p5-text-unidecode,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,text-unidecode-pm
p5.30-text-trim,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.28-text-trim,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.26-text-trim,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5-text-trim,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.30-text-trac,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.28-text-trac,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.26-text-trac,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5-text-trac,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.30-text-template-simple,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,text-template-simple-pm
p5.28-text-template-simple,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,text-template-simple-pm
p5.26-text-template-simple,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,text-template-simple-pm
p5-text-template-simple,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,text-template-simple-pm
p5.30-text-template,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,text-template-pm
p5.28-text-template,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,text-template-pm
p5.26-text-template,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,text-template-pm
p5-text-template,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,text-template-pm
p5.30-text-tabulardisplay,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,text-tabulardisplay-pm
p5.28-text-tabulardisplay,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,text-tabulardisplay-pm
p5.26-text-tabulardisplay,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,text-tabulardisplay-pm
p5-text-tabulardisplay,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,text-tabulardisplay-pm
p5.30-text-tabsxwrap,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.28-text-tabsxwrap,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.26-text-tabsxwrap,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5-text-tabsxwrap,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.30-text-table-manifold,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.28-text-table-manifold,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.26-text-table-manifold,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5-text-table-manifold,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.30-text-table,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.28-text-table,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.26-text-table,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5-text-table,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,text-table-pm
p5.30-text-spellchecker,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.28-text-spellchecker,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.26-text-spellchecker,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5-text-spellchecker,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.30-text-soundex,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.28-text-soundex,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.26-text-soundex,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
