source,target,confidence,method,status,evidence,alternatives
file-desktopentry-pm,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,p5-file-desktopentry; p5.34-file-desktopentry; p5.32-file-desktopentry
file-fcntllock-pm%type_pkg[perl],,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
file-fetch-pm%type_pkg[perl],,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
file-find-iterator-pm,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
file-find-object-pm%type_pkg[perl],,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
file-find-object-rule-pm%type_pkg[perl],,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
file-find-rule-filesys-virtual-pm,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
file-find-rule-perl-pm%type_pkg[perl],,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
file-find-rule-pm,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,p5-file-find-rule; p5-file-find-rule-perl; p5.34-file-find-rule
file-find-rule-vcs-pm,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
file-finder-pm,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,p5-file-finder
file-flat-pm%type_pkg[perl],,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
file-fnmatch-pm%type_pkg[perl],,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
file-homedir-pm%type_pkg[perl],,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
file-listing-pm%type_pkg[perl],,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
file-mimeinfo-pm,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,p5-file-mimeinfo; p5.34-file-mimeinfo; p5.32-file-mimeinfo
file-mmagic-pm,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,p5-file-mmagic
file-modified-pm,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,p5-file-modified; p5.34-file-modified; p5.32-file-modified
file-next-pm,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,p5-file-next
file-path-pm%type_pkg[perl],,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
file-pathlist-pm%type_pkg[perl],,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
file-pushd-pm,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,p5-file-pushd
file-py%type_pkg[python],,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; same homepage 'http://www.darwinsys.com/file/' as 'libmagic' but desc overlap only 0.11; no lookalikes either,
file-readbackwards-pm,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,p5-file-readbackwards; p5.34-file-readbackwards; p5.32-file-readbackwards
file-remove-pm%type_pkg[perl],,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
file-rename-pm,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; same homepage 'https://metacpan.org/pod/File::Rename' as 'p5.34-file-rename' but desc overlap only 0.09; versions '1.20' vs '2.20.0'; fuzzy suggestions listed for review,p5-file-rename
file-roller,file-roller,1.0,exact,confident,name identical in both managers; homepages 'http://www.gnome.org/' vs 'https://wiki.gnome.org/Apps/FileRoller',
file-sharedir-install-pm%type_pkg[perl],,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
file-sharedir-pm,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,p5-file-sharedir; p5.34-file-sharedir; p5.32-file-sharedir
file-sharedir-pm%type_pkg[perl],,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
file-sharedir-projectdistdir-pm%type_pkg[perl],,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
file-slurp-pm,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,p5-file-slurp
file-slurp-tiny-pm,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,p5-file-slurp-tiny; p5.34-file-slurp-tiny; p5.32-file-slurp-tiny
file-slurper-pm,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,p5-file-slurper
file-spec-pm,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
file-spec-pm560,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
file-spec-pm561,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
file-sync-pm%type_pkg[perl],,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
file-tail-pm,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,p5-file-tail
file-temp-pm,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,p5-file-temp
file-temp-pm%type_pkg[perl],,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
file-temp-pm560,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
file-treecreate-pm,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,p5-file-treecreate; p5.34-file-treecreate; p5.32-file-treecreate
file-type-pm,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,py-filetype; p5-file-type
file-which-pm,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,p5-file-which
file-which-pm%type_pkg[perl],,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
filehandle-fmode-pm%type_pkg[perl],,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
filelight,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,kde4-filelight
filelight-kde4-%type_pkg[kde],,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
filelight5,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
filelock-py%type_pkg[python],,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
files-py%type_pkg[python],,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
filesys-diskfree-pm,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
filesys-notify-simple-pm%type_pkg[perl],,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
filesys-virtual-plain-pm,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
filesys-virtual-pm,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
fileutils,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,littleutils
filezilla,FileZilla,0.96,normalized,confident,'filezilla' ~ 'FileZilla' after case/punctuation folding,
fillets-ng,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
filmgimp,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
filter-pm%type_pkg[perl],,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
finance-quote-pm%type_pkg[perl],,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
finance-quotehist-pm%type_pkg[perl],,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
financial-oct%type_pkg[oct],,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
finch-pm%type_pkg[perl],,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
findbugs,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
findutils,findutils,1.0,exact,confident,name identical in both managers; homepages 'http://www.gnu.org/software/findutils/findutils.html' vs 'https://www.gnu.org/software/findutils/',
fink,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
fink-buildenv-modules,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
fink-mirrors,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
fink-obsolete-packages,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
fink-octave-scripts,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
fink-package-precedence,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
fink-prebinding,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
finkinfofile,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
fiona-py%type_pkg[python],,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
firefox,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
firefox1.5,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
firefox2,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
firefox3,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
firefox8,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
fish,fish,1.0,exact,confident,name identical in both managers; homepages 'http://www.fishshell.org/' vs 'https://fishshell.com/',
fits-oct%type_pkg[oct],,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
fits-oct343,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
fitsverify,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
fityk-cli,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
fitz,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
fix-apple-x11,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
fix-fink,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
fixpath,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
fixtures-py%type_pkg[python],,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
fl-core-oct%type_pkg[oct],,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
flac,flac,1.0,exact,confident,name identical in both managers; homepages 'http://flac.sourceforge.net/' vs 'https://xiph.org/flac/',
flac-nox,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
flac-xmms,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
flag-dedup,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
flag-sort,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,fatsort
flake8-py%type_pkg[python],,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
flaky-py%type_pkg[python],,0.0,ambiguous,needs-review,homepage shared by several targets,py314-flaky; py313-flaky; py312-flaky; py311-flaky; py310-flaky
flam3,flam3,1.0,exact,confident,name identical in both managers; homepages 'http://flam3.com' vs 'http://flam3.com',
flask-py%type_pkg[python],,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
flask-restful-py%type_pkg[python],,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
flatzebra,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
flawfinder,flawfinder,1.0,exact,confident,name identical in both managers; homepages 'http://www.dwheeler.com/flawfinder/' vs 'https://dwheeler.com/flawfinder/',
flex,flex,1.0,exact,confident,name identical in both managers; homepages 'http://www.gnu.org/software/flex/flex.html' vs 'https://github.com/westes/flex',
flex-devel,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
flex-doc,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; same homepage 'https://github.com/westes/flex' as 'flex' but desc overlap only 0.13; no lookalikes either,
flex-legacy,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
flex-py%type_pkg[python],,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
flexget,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; same homepage 'http://flexget.com/' as 'py27-FlexGet' but desc overlap only 0.08; fuzzy suggestions listed for review,py-FlexGet
flexmock-rb%type_pkg[ruby],,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
flight-of-the-amazon-queen,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
flim,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
flint2.4,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; same homepage 'http://www.flintlib.org/' as 'flint' but versions '2.4.5' vs '3.6.0'; fuzzy suggestions listed for review,flint
flint2.5,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; same homepage 'http://www.flintlib.org/' as 'flint' but versions '2.5.2' vs '3.6.0'; fuzzy suggestions listed for review,flint
flit-core-py%type_pkg[python],,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
flit-scm-py%type_pkg[python],,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
flite,flite,1.0,exact,confident,name identical in both managers; homepages 'http://cmuflite.org' vs 'http://cmuflite.org',
floppy,floppy,1.0,exact,confident,name identical in both managers; homepages 'http://www.netlib.org/floppy/' vs 'http://www.netlib.org/floppy/',
flow,flow,1.0,exact,confident,name identical in both managers; homepages 'http://www.netlib.org/floppy/' vs 'http://www.netlib.org/floppy/',
flowerattack,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
fltk-backend%type_pkg[-ui]-oct%type_pkg[oct],,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
fltk-x11,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; same homepage 'http://www.fltk.org/' as 'fltk' but desc overlap only 0.03; fuzzy suggestions listed for review,tk-x11
fluidsynth,fluidsynth,1.0,exact,confident,name identical in both managers; homepages '' vs 'http://www.fluidsynth.org/',
fluidsynth1,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,fluidsynth
fluidsynth3,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,fluidsynth
fluxbox,fluxbox,1.0,exact,confident,name identical in both managers; homepages 'http://fluxbox.org' vs 'http://fluxbox.org',
fluxbox-menu-editor,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
fluxconf,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
fnlib,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; same homepage 'http://www.enlightenment.org/' as 'enlightenment-docs' but desc overlap only 0.11; no lookalikes either,
focuswriter-x11,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
foiltex,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
fondu,fondu,1.0,exact,confident,name identical in both managers; homepages 'http://fondu.sourceforge.net/' vs 'https://fondu.sourceforge.net/',
font-afm-pm,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
font-freetype-pm%type_pkg[perl],,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
font-manager,font-manager,1.0,exact,confident,name identical in both managers; homepages 'http://font-manager.googlecode.com' vs 'https://github.com/FontManager/font-manager',
font-ttf-pm,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
fontconfig-path,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,fontconfig
fontconfig2-dev,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,fontconfig
fontforge,fontforge,1.0,exact,confident,name identical in both managers; homepages 'http://fontforge.sourceforge.net/' vs 'https://fontforge.org',
fonttools,py39-fonttools,0.95,replaced-by,confident,'fonttools' is marked replaced_by 'py39-fonttools',
fonttools-py%type_pkg[python],,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
foolscap-py%type_pkg[python],,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
foomatic-filters,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
fop,fop,1.0,exact,confident,name identical in both managers; homepages 'http://xmlgraphics.apache.org/fop/' vs 'https://xmlgraphics.apache.org/fop/',
fop-offo,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
formencode-py%type_pkg[python],,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
fort77,fort77,1.0,exact,confident,name identical in both managers; homepages '' vs 'https://www.ibiblio.org/pub/Linux/devel/lang/fortran/',
fortran-format-pm,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,py-fortranformat; py39-fortranformat; py38-fortranformat
fortran-utils,fortran-utils,1.0,exact,confident,name identical in both managers; homepages 'http://sourceforge.net/projects/fortran-utils/' vs 'https://sourceforge.net/projects/fortran-utils/',
forttopas,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
fortune-mod,fortune-mod,1.0,exact,confident,name identical in both managers; homepages '' vs 'https://github.com/shlomif/fortune-mod',
fortunes-b5,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,R-fortunes; fortune
fortunes-bofh-excuses,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
fortunes-de,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,R-fortunes; fortune; fortune-mod
fortunes-es,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,R-fortunes; fortune
fossil,fossil,1.0,exact,confident,name identical in both managers; homepages 'http://www.fossil-scm.org' vs 'https://fossil-scm.org/home/',
fotowall-mac,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
fox16,fox,0.9,homepage,confident,same upstream 'http://www.fox-toolkit.org' (desc overlap 0.15),
fpc,fpc,1.0,exact,confident,name identical in both managers; homepages 'http://www.freepascal.org' vs 'https://www.freepascal.org',
fpc-config,chmcmd-fpc,0.9,homepage,confident,same upstream 'http://www.freepascal.org' (desc overlap 0.18),
fpc-cross-aarch64-%type_pkg[platform],chmcmd-fpc,0.9,homepage,confident,same upstream 'https://www.freepascal.org' (desc overlap 0.21),
fpc-cross-arm%type_pkg[subarch]-embedded,,0.0,ambiguous,needs-review,homepage shared by several targets,fpc-cross-armv7m-embedded; fpc-cross-armv7em-embedded; fpc-cross-armv7a-embedded; fpc-cross-armv6m-embedded; fpc-cross-armv4t-embedded
fpc-cross-arm-%type_pkg[platform],chmcmd-fpc,0.9,homepage,confident,same upstream 'http://www.freepascal.org' (desc overlap 0.21),
fpc-cross-avr%type_pkg[subarch]-embedded,,0.0,ambiguous,needs-review,homepage shared by several targets,fpc-cross-avr6-embedded; fpc-cross-avr51-embedded; fpc-cross-avr5-embedded; fpc-cross-avr4-embedded; fpc-cross-avr35-embedded
fpc-cross-common,,0.0,ambiguous,needs-review,homepage shared by several targets,fpc-cross-arm-nds; fpc-cross-arm-gba; fpc-cross-arm-android; fpc-cross-arm-linux; fpc-cross-m68k-embedded
fpc-cross-i386-%type_pkg[platform],chmcmd-fpc,0.9,homepage,confident,same upstream 'http://www.freepascal.org' (desc overlap 0.21),
fpc-cross-i386-darwin,,0.0,ambiguous,needs-review,homepage shared by several targets,fpc-cross-x86-64-win64; fpc-cross-i386-wince; fpc-cross-i386-win32; fpc-cross-i386-nativent; chmcmd-fpc
fpc-cross-i8086-%type_pkg[platform],chmcmd-fpc,0.9,homepage,confident,same upstream 'https://www.freepascal.org' (desc overlap 0.21),
fpc-cross-jvm-%type_pkg[platform],chmcmd-fpc,0.9,homepage,confident,same upstream 'http://www.freepascal.org' (desc overlap 0.21),
fpc-cross-m68k-%type_pkg[platform],chmcmd-fpc,0.9,homepage,confident,same upstream 'http://www.freepascal.org' (desc overlap 0.21),
fpc-cross-mips-%type_pkg[platform],chmcmd-fpc,0.9,homepage,confident,same upstream 'https://www.freepascal.org' (desc overlap 0.21),
fpc-cross-mipsel-%type_pkg[platform],chmcmd-fpc,0.9,homepage,confident,same upstream 'http://www.freepascal.org' (desc overlap 0.21),
fpc-cross-powerpc-%type_pkg[platform],chmcmd-fpc,0.9,homepage,confident,same upstream 'http://www.freepascal.org' (desc overlap 0.21),
fpc-cross-powerpc-darwin,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; same homepage 'http://www.freepascal.org' as 'chmcmd-fpc' but versions '2.6.4' vs '3.2.2'; fuzzy suggestions listed for review,fpc-cross-powerpc-linux
fpc-cross-powerpc64-%type_pkg[platform],chmcmd-fpc,0.9,homepage,confident,same upstream 'https://www.freepascal.org' (desc overlap 0.21),
fpc-cross-sparc-%type_pkg[platform],chmcmd-fpc,0.9,homepage,confident,same upstream 'http://www.freepascal.org' (desc overlap 0.21),
fpc-cross-sparc-linux,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; same homepage 'http://www.freepascal.org' as 'chmcmd-fpc' but versions '2.6.4' vs '3.2.2'; fuzzy suggestions listed for review,fpc-cross-arm-linux; fpc-cross-powerpc-linux
fpc-cross-sparc64-%type_pkg[platform],chmcmd-fpc,0.9,homepage,confident,same upstream 'https://www.freepascal.org' (desc overlap 0.21),
fpc-cross-x86-64-%type_pkg[platform],,0.0,ambiguous,needs-review,homepage shared by several targets,fpc-cross-x86-64-win64; chmcmd-fpc
fpc-cross-x86-64-darwin,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; same homepage 'http://www.freepascal.org' as 'fpc-cross-x86-64-win64' but versions '2.6.4' vs '3.2.2'; fuzzy suggestions listed for review,fpc-cross-x86_64-win64; fpc-cross-x86-64-win64; fpc-cross-x86_64-linux
fpc-doc,fpc-doc,1.0,exact,confident,name identical in both managers; homepages 'http://www.freepascal.org' vs 'http://www.freepascal.org',
fpc-sources,fpc-sources,1.0,exact,confident,name identical in both managers; homepages 'http://www.freepascal.org' vs 'http://www.freepascal.org',
fpc-xcode-syntax-coloring,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
fpc-xcode3-integration,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
fping,fping,1.0,exact,confident,name identical in both managers; homepages 'http://www.fping.com/' vs 'https://fping.org/',
fpl-oct%type_pkg[oct],,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
fplll0,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,fplll
fplll2,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; same homepage 'https://github.com/fplll/fplll' as 'fplll' but desc overlap only 0.00; fuzzy suggestions listed for review,fplll
fpprofiler,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
fpprofiler-cross,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
fprobe,fprobe,1.0,exact,confident,name identical in both managers; homepages '' vs 'http://fprobe.sourceforge.net/',
fracplanet,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
framemaker-miftree-pm,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
fraqtive,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
freeciv,freeciv,1.0,exact,confident,name identical in both managers; homepages 'http://www.freeciv.org' vs 'http://www.freeciv.org/',
freedroid,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
freedroidrpg,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
freeglut,freeglut,1.0,exact,confident,name identical in both managers; homepages 'http://freeglut.sourceforge.net/' vs 'https://freeglut.sourceforge.net',
freeglut2,freeglut,0.9,homepage,confident,same upstream 'http://freeglut.sourceforge.net/' (desc overlap 0.60),
freehelix,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
freeipmi,freeipmi,1.0,exact,confident,name identical in both managers; homepages 'http://www.gnu.org/software/freeipmi' vs 'https://www.gnu.org/software/freeipmi/',
freesolid,FreeSOLID,0.96,normalized,confident,'freesolid' ~ 'FreeSOLID' after case/punctuation folding,
freetds,freetds,1.0,exact,confident,name identical in both managers; homepages 'http://www.freetds.org/' vs 'https://www.freetds.org',
freetts,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,freetds; freepats
freetype,freetype,1.0,exact,confident,name identical in both managers; homepages 'http://www.freetype.org/' vs 'https://www.freetype.org',
freetype-hinting,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; same homepage 'http://www.freetype.org/' as 'freetype' but desc overlap only 0.02; versions '1.3.1' vs '2.14.3'; no lookalikes either,
freetype2,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; same homepage 'http://www.freetype.org/' as 'freetype' but desc overlap only 0.03; fuzzy suggestions listed for review,freetype; py-freetype
freetype2-hinting,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; same homepage 'http://www.freetype.org/' as 'freetype' but desc overlap only 0.03; no lookalikes either,
freetype219,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; same homepage 'http://www.freetype.org/' as 'freetype' but desc overlap only 0.03; fuzzy suggestions listed for review,freetype
freetype219-32bit,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; same homepage 'http://www.freetype.org/' as 'freetype' but desc overlap only 0.03; no lookalikes either,
freewrl%type_pkg[-ui],,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
freezegun-py%type_pkg[python],py27-freezegun,0.9,homepage,confident,same upstream 'https://github.com/spulec/freezegun' (desc overlap 0.40),
freezethaw-pm,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,p5-freezethaw
frei0r-dev,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
fribidi,fribidi,1.0,exact,confident,name identical in both managers; homepages 'http://freedesktop.org/Software/FriBidi' vs 'http://fribidi.org/',
fribidi-pm%type_pkg[perl],,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
frosted-py%type_pkg[python],,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
frotz,frotz,1.0,exact,confident,name identical in both managers; homepages 'http://www.geocities.com/SiliconValley/Heights/3222/frotz.html' vs 'https://davidgriffith.gitlab.io/frotz/',
frox,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,fox
frozenlist-py%type_pkg[python],,0.0,ambiguous,needs-review,homepage shared by several targets,py314-frozenlist; py313-frozenlist; py312-frozenlist; py311-frozenlist; py310-frozenlist
fs-fonts,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,fslsfonts; xlsfonts
fsh,fsh,1.0,exact,confident,name identical in both managers; homepages 'http://www.lysator.liu.se/fsh/' vs 'http://www.lysator.liu.se/fsh/',
fslogger,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,R-logger
fsv,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,fsvs
fte,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,efte; ft
ftidy,ftidy,1.0,exact,confident,name identical in both managers; homepages 'http://www.unb.ca/fredericton/science/chem/ajit/tidy/' vs 'http://web.archive.org/web/20120905025547/http://www.unb.ca/fredericton/science/chem/ajit/tidy/',
