source,target,confidence,method,status,evidence,alternatives
%N-bin,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; same homepage 'http://libemf.sourceforge.net' as 'libemf' but desc overlap only 0.00; versions '4.0.5' vs '1.0.8'; no lookalikes either,
%N-canna,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,canna
%N-dev,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; same homepage 'http://openjade.sourceforge.net/' as 'opensp' but desc overlap only 0.03; no lookalikes either,
%N-gimp-plugin,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,gimp-lqr-plugin
%N-lib,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,zenlib
%N-shlibs,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; same homepage 'http://openjade.sourceforge.net/' as 'opensp' but desc overlap only 0.02; versions '5.4.6' vs '1.5.2'; no lookalikes either,
"%N-shlibs Depends: << libjpeg9-shlibs, libpng16-shlibs, macosx << Conflicts: fltk Replaces: fltk BuildDependsOnly: false Files:  << lib/%N/lib/*.1.3.dylib bin/%N-config << Shlibs: << %p/lib/fltk13-aqua/lib/libfltk.1.3.dylib 			1.3.0 %n (>=1.3.0-1) %p/lib/fltk13-aqua/lib/libfltk_forms.1.3.dylib 		1.3.0 %n (>=1.3.0-1) %p/lib/fltk13-aqua/lib/libfltk_gl.1.3.dylib 		1.3.0 %n (>=1.3.0-1) %p/lib/fltk13-aqua/lib/libfltk_images.1.3.dylib 	1.3.0 %n (>=1.3.0-1) << DescUsage: << This package contains the shared libraries. Any package that Depends on this one and builds an app bundle may need to have the following in a PostInstScript: fltk13-aqua-config.aqua --post <name of executable> where <name of executable> is the real executable, not just the app bundle. This is because even if the package is set up properly, packing the .deb appears to clobber the resource fork. << DocFiles: CHANGES COPYING CREDITS README README.OSX.txt",,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; same homepage 'http://www.fltk.org/' as 'fltk' but desc overlap only 0.05; no lookalikes either,
0verkill,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
2mandvd,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
2mandvd-mac,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
3dpong,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
3to2-py%type_pkg[python],,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
3to2-py27,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
4ti2,4ti2,1.0,exact,confident,name identical in both managers; homepages 'http://www.4ti2.de' vs 'https://4ti2.github.io',
6tunnel,6tunnel,1.0,exact,confident,name identical in both managers; homepages 'http://toxygen.net/6tunnel/' vs 'https://github.com/wojtekka/6tunnel',
9base,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,basex; xbase
:Constants lists all the constants defined in a certain,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
a2ps,a2ps,1.0,exact,confident,name identical in both managers; homepages 'http://www.gnu.org/software/a2ps/a2ps.es.html' vs 'https://www.gnu.org/software/a2ps/',
a2ps-ja,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,a2ps-j; a2ps
a2wsgi-py%type_pkg[python],,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
a52dec,a52dec,1.0,exact,confident,name identical in both managers; homepages 'http://liba52.sourceforge.net' vs 'https://liba52.sourceforge.net',
aalib,aalib,1.0,exact,confident,name identical in both managers; homepages 'http://aa-project.sourceforge.net/aalib' vs 'https://aa-project.sourceforge.net/aalib/',
aarch64-%type_pkg[platform]-binutils,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
abcde,abcde,1.0,exact,confident,name identical in both managers; homepages 'http://www.hispalinux.es/~data/abcde.php' vs 'https://abcde.einval.com/',
abcm2ps,abcm2ps,1.0,exact,confident,name identical in both managers; homepages '' vs 'http://moinejf.free.fr/',
abe,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,R-abe
abiword,abiword,1.0,exact,confident,name identical in both managers; homepages 'http://www.abiword.com' vs 'http://www.abisource.com/',
abiword-docs,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
abook,abook,1.0,exact,confident,name identical in both managers; homepages 'http://abook.sourceforge.net/' vs 'http://abook.sourceforge.net',
abs,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,apbs; bs
acct,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,act
acetoneiso2,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
ack,ack,1.0,exact,confident,name identical in both managers; homepages 'http://search.cpan.org/dist/ack' vs 'https://beyondgrep.com/',
acme,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; same homepage 'http://www.gnome.org/' as 'gnome-settings-daemon' but versions '2.4.1' vs '3.38.2'; fuzzy suggestions listed for review,uacme; ace; py-acme
acme-metasyntactic-pm,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
acme-metasyntactic-pm%type_pkg[perl],,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
acme-metasyntactic-themes-pm%type_pkg[perl],,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
acoc,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
acqua-graphite,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
actionmailer-rb%type_pkg[ruby],,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
actionpack-rb%type_pkg[ruby],,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
actionwebservice-rb%type_pkg[ruby],,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
activerecord-rb%type_pkg[ruby],,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
activeresource-rb%type_pkg[ruby],,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
activesupport-rb%type_pkg[ruby],,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
actuarial-oct%type_pkg[oct],,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
ad-oct%type_pkg[oct],,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
adg,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
adns,adns,1.0,exact,confident,name identical in both managers; homepages 'http://www.chiark.greenend.org.uk/~ian/adns/' vs 'https://www.chiark.greenend.org.uk/~ian/adns/',
adns-1.4-shlibs,adns,0.9,homepage,confident,same upstream 'http://www.chiark.greenend.org.uk/~ian/adns/' (desc overlap 0.92),
adonthell,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
advancecomp,advancecomp,1.0,exact,confident,name identical in both managers; homepages 'http://advancemame.sourceforge.net/comp-readme.html' vs 'https://www.advancemame.it',
advancemame,advancemame,1.0,exact,confident,name identical in both managers; homepages 'http://advancemame.sourceforge.net' vs 'https://www.advancemame.it/',
advancemenu,advancemame,0.95,replaced-by,confident,'advancemenu' is marked replaced_by 'advancemame',
advancescan,advancescan,1.0,exact,confident,name identical in both managers; homepages 'http://advancemame.sourceforge.net' vs 'http://advancemame.sourceforge.net/scan-readme.html',
aee,aee,1.0,exact,confident,name identical in both managers; homepages 'http://mahon.cwx.net/' vs 'https://web.archive.org/web/20160719002816/http://www.users.qwest.net/~hmahon/',
aeneas,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
aeolus,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
aesutil,aesutil,1.0,exact,confident,name identical in both managers; homepages 'http://my.cubic.ch/users/timtas/aes/' vs 'http://my.cubic.ch/~timtas/aes/',
aewan,aewan,1.0,exact,confident,name identical in both managers; homepages 'http://aewan.sourceforge.net' vs 'https://aewan.sourceforge.net',
affix-infix2postfix-pm,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
afio,afio,1.0,exact,confident,name identical in both managers; homepages 'http://packages.debian.org/testing/utils/afio.html' vs 'https://github.com/kholtman/afio',
afni,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
afternoonstalker,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
aftp,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
agedu,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
agrep,agrep,1.0,exact,confident,name identical in both managers; homepages 'ftp://ftp.cs.arizona.edu/agrep/' vs 'http://netbsd.org',
ai-nnflex-pm,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
aiodns-py%type_pkg[python],,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
aiohappyeyeballs-py%type_pkg[python],,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; same homepage 'https://github.com/aio-libs/aiohappyeyeballs' as 'py314-aiohappyeyeballs' but desc overlap only 0.12; no lookalikes either,
aiohttp-py%type_pkg[python],,0.0,ambiguous,needs-review,homepage shared by several targets,py314-aiohttp; py313-aiohttp; py312-aiohttp; py311-aiohttp; py310-aiohttp
aiosignal-py%type_pkg[python],,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; same homepage 'https://github.com/aio-libs/aiosignal' as 'py314-aiosignal' but desc overlap only 0.12; no lookalikes either,
aircrack-ng,aircrack-ng,1.0,exact,confident,name identical in both managers; homepages 'http://www.aircrack-ng.org/' vs 'https://aircrack-ng.org',
airspyone-host,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
akonadi-%type_pkg[akonadi],,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
alabaster-py%type_pkg[python],,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
alac-decoder,alac_decoder,0.96,normalized,confident,'alac-decoder' ~ 'alac_decoder' after case/punctuation folding,
alex,alex,1.0,exact,confident,name identical in both managers; homepages 'http://www.haskell.org/alex/' vs 'https://www.haskell.org/alex/',
algae,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
algorithm-annotate-pm,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,p5-algorithm-annotate; p5.34-algorithm-annotate; p5.32-algorithm-annotate
algorithm-c3-pm,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,p5-algorithm-c3
algorithm-c3-pm%type_pkg[perl],,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
algorithm-choosesubsets-pm%type_pkg[perl],,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
algorithm-combinatorics-pm%type_pkg[perl],,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
algorithm-dependency-pm%type_pkg[perl],,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
algorithm-diff-pm,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,p5-algorithm-diff; p5.34-algorithm-diff; p5.32-algorithm-diff
algorithm-diff-rb%type_pkg[ruby],,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
algorithm-diff-xs-pm%type_pkg[perl],,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
algorithm-merge-pm,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
algorithm-permute-pm%type_pkg[perl],,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
aliased-pm,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
alidot,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,alot
alien-sdl-pm%type_pkg[perl],,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
alienblaster,alienblaster,1.0,exact,confident,name identical in both managers; homepages 'http://www.schwardtnet.de/alienblaster/' vs 'http://www.schwardtnet.de/alienblaster/',
align,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,pialign
allegro4,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,allegro; allegro5
almanah,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
alpine,alpine,1.0,exact,confident,name identical in both managers; homepages 'http://www.washington.edu/alpine' vs 'https://alpineapp.email/',
alpine-alpha,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
altgraph-py%type_pkg[python],,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; same homepage 'http://undefined.org/python/#altgraph' as 'py36-altgraph' but desc overlap only 0.13; no lookalikes either,
altpdftex,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
amanith,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
amarok,amarok,1.0,exact,confident,name identical in both managers; homepages '' vs 'https://amarok.kde.org/',
amarok-core,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
amarok-engine-xine,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
amarok2-%type_pkg[kde],,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
amaya,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
amaze,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
amigadepacker,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
amigos,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
amiwm,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
amqplib-py%type_pkg[python],,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
amrnb,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
amule,amule,1.0,exact,confident,name identical in both managers; homepages 'http://www.amule.org/' vs 'https://amule-org.github.io/',
amyedit,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
an,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,xan; any; ain
anacron,anacron,1.0,exact,confident,name identical in both managers; homepages 'http://sourceforge.net/projects/anacron' vs 'http://sourceforge.net/projects/anacron',
analog,analog,1.0,exact,confident,name identical in both managers; homepages 'http://www.analog.cx/' vs 'http://www.c-amie.co.uk/software/analog/',
android-completion,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
angband,angband,1.0,exact,confident,name identical in both managers; homepages 'http://www.thangorodrim.net/' vs 'https://rephial.org/',
angband%type_pkg[-nox],,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
angband%type_pkg[ui],,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; same homepage 'http://rephial.org/' as 'angband' but desc overlap only 0.11; versions '3.4.1' vs '4.2.5'; no lookalikes either,
angband-nox,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,angband
angband-sdl,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; same homepage 'http://rephial.org' as 'angband' but desc overlap only 0.11; versions '3.1.1.1626' vs '4.2.5'; fuzzy suggestions listed for review,angband
aniso8601-py%type_pkg[python],,0.0,ambiguous,needs-review,homepage shared by several targets,py38-aniso8601; py37-aniso8601
anjuta,anjuta,1.0,exact,confident,name identical in both managers; homepages 'http://anjuta.sourceforge.net/' vs 'https://gitlab.gnome.org/Archive/anjuta',
ann-oct305,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
ann-tools,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,nwntools; hatools
annocpan-perldoc-pm%type_pkg[perl],,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
annocpan-perldoc-syncdb-pm%type_pkg[perl],,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
annogen,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
annotated-types-py%type_pkg[python],,0.0,ambiguous,needs-review,homepage shared by several targets,py314-annotated_types; py313-annotated_types; py37-annotated_types; py312-annotated_types; py311-annotated_types
anonlog,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
ansible-py%type_pkg[python],,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
ant,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,gant; nant
ant-base,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; same homepage 'http://ant.apache.org/' as 'apache-ant-1.9' but desc overlap only 0.14; no lookalikes either,
ant-contrib,ant-contrib,1.0,exact,confident,name identical in both managers; homepages 'http://ant-contrib.sourceforge.net/' vs 'http://ant-contrib.sourceforge.net/',
ant-junit,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; same homepage 'http://ant.apache.org/' as 'apache-ant-1.9' but desc overlap only 0.03; no lookalikes either,
ant-optional,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; same homepage 'http://ant.apache.org/' as 'apache-ant-1.9' but desc overlap only 0.12; no lookalikes either,
anthy,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
antiprism,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
antiword,antiword,1.0,exact,confident,name identical in both managers; homepages 'http://www.winfield.demon.nl' vs 'http://www.winfield.demon.nl/index.html',
antlr,antlr,1.0,exact,confident,name identical in both managers; homepages 'http://www.antlr.org' vs 'https://www.antlr2.org/',
antlr3,antlr3,1.0,exact,confident,name identical in both managers; homepages 'http://www.antlr.org' vs 'https://www.antlr3.org/',
antlr4-python3-runtime-py%type_pkg[python],,0.0,ambiguous,needs-review,homepage shared by several targets,py314-antlr4-python3-runtime-49; py313-antlr4-python3-runtime-49; py312-antlr4-python3-runtime-49; py310-antlr4-python3-runtime-49; py311-antlr4-python3-runtime-49
any-moose-pm%type_pkg[perl],,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
anyevent-aio-pm%type_pkg[perl],,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
anyevent-pm%type_pkg[perl],,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
anyio-py%type_pkg[python],,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; same homepage 'https://github.com/agronholm/anyio' as 'py314-anyio' but desc overlap only 0.14; no lookalikes either,
anyjson-py%type_pkg[python],,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
anyvc-py%type_pkg[python],,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
apache-dbi-pm%type_pkg[perl],,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
apache-forrest,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
apache-river,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,apache-ivy
apache-session-pm%type_pkg[perl],,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
apache2,apache2,1.0,exact,confident,name identical in both managers; homepages 'http://www.apache.org' vs 'https://httpd.apache.org/',
apbs,apbs,1.0,exact,confident,name identical in both managers; homepages 'http://apbs.sourceforge.net/' vs 'https://www.poissonboltzmann.org',
apbs-mpi-%type_pkg[handler],,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
apel,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,rapel; apfel; ape
apf,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
apg,apg,1.0,exact,confident,name identical in both managers; homepages 'http://www.adel.nursat.kz/apg/' vs 'https://web.archive.org/web/20130313042424/http://www.adel.nursat.kz/apg/',
apipkg-py%type_pkg[python],,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
aplus-fsf,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
apollon,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,R-apollo
app-cli-pm%type_pkg[perl],,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
app-cpanoutdated-pm%type_pkg[perl],,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
app-cpants-lint-pm%type_pkg[perl],,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
app-defaults,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
app-svn-bisect-pm%type_pkg[perl],,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
app-tools-py%type_pkg[python],,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
appconfig-pm,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,p5-appconfig
appdirs-py%type_pkg[python],,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
apple-gdb,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
appleotffonts,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
applesystemfonts,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
appnope-py%type_pkg[python],,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
appscript-py%type_pkg[python],,0.0,ambiguous,needs-review,homepage shared by several targets,py310-appscript; py39-appscript; py38-appscript; py37-appscript; py36-appscript
apr,apr,1.0,exact,confident,name identical in both managers; homepages 'http://apr.apache.org/' vs 'https://apr.apache.org/',
apt,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
apt-cacher,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
apt-dater,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
apt-ftparchive,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
apt-zip,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
aptsh,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
apvlv,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
aqbanking16,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,aqbanking6; aqbanking5; aqbanking6-gtk3
aqbanking20,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,aqbanking6; aqbanking5; aqbanking6-gtk2
aqbanking33,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,aqbanking6; aqbanking5; aqbanking6-gtk3
aquafont,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,aquafox
aquapfont,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
aquaterm,aquaterm,1.0,exact,confident,name identical in both managers; homepages 'http://aquaterm.sourceforge.net' vs 'http://aquaterm.sourceforge.net/',
aranym,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
arb,arb,1.0,exact,confident,name identical in both managers; homepages 'http://www.arb-home.de/' vs 'http://www.arb-home.de/',
arc,arc,1.0,exact,confident,name identical in both managers; homepages 'http://sourceforge.net/projects/arc/' vs 'https://github.com/ani6al/arc',
arch-tla,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; same homepage 'http://www.gnu.org/software/gnu-arch/' as 'arch' but desc overlap only 0.09; no lookalikes either,
archimedes,archimedes,1.0,exact,confident,name identical in both managers; homepages 'http://www.gnu.org/software/archimedes' vs 'https://www.gnu.org/software/archimedes/',
archive-any-lite-pm%type_pkg[perl],,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
archive-any-pm%type_pkg[perl],,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
archive-ar-pm%type_pkg[perl],,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
archive-extract-pm%type_pkg[perl],,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
archive-peek-pm%type_pkg[perl],,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
archive-tar-pm%type_pkg[perl],,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
archive-zip-pm%type_pkg[perl],,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
archivemail,archivemail,1.0,exact,confident,name identical in both managers; homepages 'http://archivemail.sourceforge.net/' vs 'http://archivemail.sourceforge.net',
argcomplete-py%type_pkg[python],,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
argparse-py%type_pkg[python],,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
argus,argus,1.0,exact,confident,name identical in both managers; homepages 'http://qosient.com/argus' vs 'https://www.qosient.com/argus/',
argus-clients,argus-clients,1.0,exact,confident,name identical in both managers; homepages 'http://qosient.com/argus' vs 'https://www.qosient.com/argus/',
aria2,aria2,1.0,exact,confident,name identical in both managers; homepages 'http://aria2.sourceforge.net/' vs 'https://github.com/aria2/aria2',
aria2fe-mac,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
aria2fe-x11,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
ario-player,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
arj,arj,1.0,exact,confident,name identical in both managers; homepages '' vs 'http://arj.sourceforge.net/',
ark4-%type_pkg[kde],,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; same homepage 'http://utils.kde.org/projects/ark/' as 'ark' but desc overlap only 0.00; versions '14.12.3' vs '4.14.3'; no lookalikes either,
ark5,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,ark
arm-%type_pkg[platform]-binutils,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
armagetronad,armagetronad,1.0,exact,confident,name identical in both managers; homepages 'http://armagetronad.net' vs 'http://www.armagetronad.org',
arora,arora,1.0,exact,confident,name identical in both managers; homepages 'http://arora.googlecode.com' vs 'https://github.com/Arora/arora',
arora-mac,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
arpack%type_pkg[-atlas],,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
arpack%type_pkg[-atlas]-oct%type_pkg[oct],,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
arpack%type_pkg[-blas]-oct%type_pkg[oct],,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
arpack-ng%type_pkg[-blas],,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
arpack-ng%type_pkg[-mpi]%type_pkg[-blas],,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
arpack-ng%type_pkg[-mpi]%type_pkg[-lapack],,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
arpack-ng-mpi,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
arpack-ng-mpi%type_pkg[-blas],,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
arpoison,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,ratpoison
arptools,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,rtptools; R-maptools; R-pdftools
